"icd10","visit_type2","monthly_expenditure"
"Z1340","Outpatient",505.83667
"Z1341","Inpatient",NA
"Z1341","Outpatient",233.03999
"Z1349","Inpatient",NA
"Z1349","Outpatient",125.15154
"Z135","Inpatient",30.29899
"Z135","Outpatient",153.42328
"Z136","Inpatient",26.672598
"Z136","Outpatient",142.27728
"Z1371","Inpatient",NA
"Z1371","Outpatient",1364.0116
"Z1379","Inpatient",44.965622
"Z1379","Outpatient",680.22906
"Z13810","Inpatient",831.86151
"Z13810","Outpatient",618.95325
"Z13811","Inpatient",2546.0967
"Z13811","Outpatient",208.50365
"Z13818","Inpatient",37.869766
"Z13818","Outpatient",159.78755
"Z13820","Inpatient",29.989176
"Z13820","Outpatient",122.42831
"Z13828","Inpatient",476.53177
"Z13828","Outpatient",163.21848
"Z1383","Inpatient",112.58558
"Z1383","Outpatient",156.49013
"Z1384","Inpatient",NA
"Z1384","Outpatient",144.42767
"Z13850","Inpatient",4999.1992
"Z13850","Outpatient",452.26993
"Z13858","Inpatient",168.96152
"Z13858","Outpatient",269.27454
"Z1388","Inpatient",NA
"Z1388","Outpatient",124.72099
"Z1389","Inpatient",135.00299
"Z1389","Outpatient",131.98351
"Z139","Inpatient",627.1087
"Z139","Outpatient",120.75922
"Z1401","Inpatient",NA
"Z1401","Outpatient",455.63403
"Z1402","Inpatient",NA
"Z1402","Outpatient",200.39536
"Z141","Inpatient",NA
"Z141","Outpatient",122.5328
"Z148","Inpatient",NA
"Z148","Outpatient",257.88477
"Z1501","Inpatient",569.99225
"Z1501","Outpatient",752.40167
"Z1502","Inpatient",349.57599
"Z1502","Outpatient",1640.6718
"Z1503","Inpatient",NA
"Z1503","Outpatient",1504.8091
"Z1504","Inpatient",NA
"Z1504","Outpatient",1630.6223
"Z1509","Inpatient",852.65686
"Z1509","Outpatient",1700.547
"Z1581","Inpatient",NA
"Z1581","Outpatient",84.497398
"Z1589","Inpatient",4244.1235
"Z1589","Outpatient",264.9502
"Z1610","Inpatient",7021.1577
"Z1610","Outpatient",199.67784
"Z1611","Inpatient",4936.834
"Z1611","Outpatient",215.44875
"Z1612","Inpatient",7607.2969
"Z1612","Outpatient",476.42529
"Z1619","Inpatient",6398.1753
"Z1619","Outpatient",437.83737
"Z1620","Inpatient",6304.9912
"Z1620","Outpatient",86.770386
"Z1621","Inpatient",6750.7578
"Z1621","Outpatient",198.35574
"Z1622","Inpatient",5957.5718
"Z1622","Outpatient",71.087036
"Z1623","Inpatient",NA
"Z1623","Outpatient",87.680122
"Z1624","Inpatient",5457.0752
"Z1624","Outpatient",323.30298
"Z1629","Inpatient",NA
"Z1629","Outpatient",139.60179
"Z1630","Inpatient",2332.4744
"Z1630","Outpatient",446.53534
"Z1632","Inpatient",NA
"Z1632","Outpatient",63.579063
"Z1633","Inpatient",NA
"Z1633","Outpatient",597.08716
"Z16342","Inpatient",8676.709
"Z16342","Outpatient",941.86127
"Z1635","Inpatient",1587.8197
"Z1635","Outpatient",224.57161
"Z1639","Inpatient",NA
"Z1639","Outpatient",326.22214
"Z170","Inpatient",1275.6086
"Z170","Outpatient",476.50653
"Z171","Inpatient",116.91652
"Z171","Outpatient",590.99518
"Z1801","Inpatient",NA
"Z1801","Outpatient",82.710526
"Z1809","Inpatient",51.915333
"Z1809","Outpatient",101.36271
"Z1810","Inpatient",52.364304
"Z1810","Outpatient",216.29213
"Z1811","Inpatient",177.40158
"Z1811","Outpatient",175.40054
"Z1812","Inpatient",217.11583
"Z1812","Outpatient",187.04103
"Z182","Inpatient",101.35206
"Z182","Outpatient",241.52116
"Z1831","Inpatient",NA
"Z1831","Outpatient",279.57556
"Z1832","Inpatient",NA
"Z1832","Outpatient",260.90701
"Z1833","Inpatient",NA
"Z1833","Outpatient",245.92851
"Z1839","Inpatient",NA
"Z1839","Outpatient",129.06137
"Z1881","Inpatient",NA
"Z1881","Outpatient",281.53574
"Z1883","Inpatient",1715.381
"Z1883","Outpatient",409.0788
"Z1889","Inpatient",746.83704
"Z1889","Outpatient",576.3642
"Z189","Inpatient",812.77209
"Z189","Outpatient",214.21034
"Z191","Inpatient",NA
"Z191","Outpatient",231.78835
"Z192","Inpatient",NA
"Z192","Outpatient",1346.8745
"Z2001","Inpatient",NA
"Z2001","Outpatient",203.49075
"Z2009","Inpatient",NA
"Z2009","Outpatient",113.2123
"Z201","Inpatient",865.8136
"Z201","Outpatient",105.17521
"Z202","Inpatient",95.275558
"Z202","Outpatient",172.30396
"Z203","Inpatient",NA
"Z203","Outpatient",1443.9484
"Z204","Inpatient",NA
"Z204","Outpatient",46.15556
"Z205","Inpatient",553.11298
"Z205","Outpatient",83.787949
"Z206","Inpatient",5068.4673
"Z206","Outpatient",139.64212
"Z207","Inpatient",NA
"Z207","Outpatient",121.77187
"Z20810","Inpatient",NA
"Z20810","Outpatient",245.64349
"Z20811","Inpatient",NA
"Z20811","Outpatient",176.62675
"Z20818","Inpatient",116.23231
"Z20818","Outpatient",117.2379
"Z20820","Inpatient",NA
"Z20820","Outpatient",81.695992
"Z20828","Inpatient",1684.3827
"Z20828","Outpatient",105.76713
"Z2089","Inpatient",5282.5791
"Z2089","Outpatient",112.45492
"Z209","Inpatient",NA
"Z209","Outpatient",152.68295
"Z21","Inpatient",1512.9221
"Z21","Outpatient",220.14105
"Z220","Inpatient",NA
"Z220","Outpatient",570.05017
"Z221","Inpatient",843.87103
"Z221","Outpatient",161.40561
"Z222","Inpatient",NA
"Z222","Outpatient",126.69363
"Z2231","Inpatient",NA
"Z2231","Outpatient",82.763374
"Z22321","Inpatient",4256.5845
"Z22321","Outpatient",136.14174
"Z22322","Inpatient",2247.9138
"Z22322","Outpatient",128.67697
"Z22330","Inpatient",NA
"Z22330","Outpatient",131.3602
"Z22338","Inpatient",893.3924
"Z22338","Outpatient",110.48023
"Z2239","Inpatient",1288.0154
"Z2239","Outpatient",206.25113
"Z224","Inpatient",NA
"Z224","Outpatient",103.51213
"Z2250","Inpatient",NA
"Z2250","Outpatient",103.34797
"Z2251","Inpatient",NA
"Z2251","Outpatient",167.7644
"Z2252","Inpatient",2712.0134
"Z2252","Outpatient",147.98015
"Z226","Inpatient",NA
"Z226","Outpatient",171.28793
"Z227","Inpatient",354.34692
"Z227","Outpatient",131.50093
"Z228","Inpatient",1808.5471
"Z228","Outpatient",157.20377
"Z229","Inpatient",2415.1887
"Z229","Outpatient",134.09233
"Z23","Inpatient",8569.248
"Z23","Outpatient",98.754402
"Z2801","Inpatient",NA
"Z2801","Outpatient",242.75185
"Z2803","Inpatient",NA
"Z2803","Outpatient",665.85907
"Z2804","Inpatient",NA
"Z2804","Outpatient",141.50459
"Z2809","Inpatient",NA
"Z2809","Outpatient",157.13106
"Z281","Inpatient",NA
"Z281","Outpatient",150.39874
"Z2820","Inpatient",NA
"Z2820","Outpatient",107.49165
"Z2821","Inpatient",NA
"Z2821","Outpatient",141.64131
"Z2829","Inpatient",NA
"Z2829","Outpatient",120.56894
"Z283","Inpatient",NA
"Z283","Outpatient",129.26402
"Z2881","Inpatient",NA
"Z2881","Outpatient",133.047
"Z2882","Inpatient",NA
"Z2882","Outpatient",141.50575
"Z2883","Inpatient",NA
"Z2883","Outpatient",156.6172
"Z2889","Inpatient",NA
"Z2889","Outpatient",142.98734
"Z289","Inpatient",NA
"Z289","Outpatient",141.47952
"Z2911","Inpatient",6508.9155
"Z2911","Outpatient",744.34521
"Z2912","Inpatient",NA
"Z2912","Outpatient",272.09525
"Z2913","Inpatient",NA
"Z2913","Outpatient",2546.9583
"Z2914","Inpatient",NA
"Z2914","Outpatient",1217.0713
"Z293","Inpatient",NA
"Z293","Outpatient",262.823
"Z298","Inpatient",1876.0875
"Z298","Outpatient",777.53137
"Z299","Inpatient",6539.8062
"Z299","Outpatient",241.62816
"Z30011","Inpatient",NA
"Z30011","Outpatient",131.97209
"Z30012","Inpatient",NA
"Z30012","Outpatient",170.52101
"Z30013","Inpatient",NA
"Z30013","Outpatient",123.43526
"Z30014","Inpatient",NA
"Z30014","Outpatient",174.0152
"Z30015","Inpatient",NA
"Z30015","Outpatient",133.67435
"Z30016","Inpatient",NA
"Z30016","Outpatient",134.2962
"Z30017","Inpatient",1954.2567
"Z30017","Outpatient",168.8806
"Z30018","Inpatient",NA
"Z30018","Outpatient",116.73045
"Z30019","Inpatient",NA
"Z30019","Outpatient",106.67947
"Z3002","Inpatient",NA
"Z3002","Outpatient",117.24349
"Z3009","Inpatient",NA
"Z3009","Outpatient",130.19791
"Z302","Inpatient",680.24896
"Z302","Outpatient",2945.8872
"Z3040","Inpatient",NA
"Z3040","Outpatient",107.89076
"Z3041","Inpatient",NA
"Z3041","Outpatient",128.77187
"Z3042","Inpatient",NA
"Z3042","Outpatient",97.480736
"Z30430","Inpatient",778.88739
"Z30430","Outpatient",221.28923
"Z30431","Inpatient",43.850716
"Z30431","Outpatient",160.50644
"Z30432","Inpatient",643.9057
"Z30432","Outpatient",355.35147
"Z30433","Inpatient",NA
"Z30433","Outpatient",312.73718
"Z3044","Inpatient",NA
"Z3044","Outpatient",124.3147
"Z3045","Inpatient",NA
"Z3045","Outpatient",144.34035
"Z3046","Inpatient",NA
"Z3046","Outpatient",224.72728
"Z3049","Inpatient",NA
"Z3049","Outpatient",119.96273
"Z308","Inpatient",NA
"Z308","Outpatient",123.63083
"Z309","Inpatient",NA
"Z309","Outpatient",108.04954
"Z310","Inpatient",NA
"Z310","Outpatient",301.32651
"Z3141","Inpatient",NA
"Z3141","Outpatient",133.48322
"Z3142","Inpatient",NA
"Z3142","Outpatient",356.97125
"Z31430","Inpatient",NA
"Z31430","Outpatient",301.37845
"Z31438","Inpatient",NA
"Z31438","Outpatient",495.36844
"Z31440","Inpatient",NA
"Z31440","Outpatient",669.43085
"Z31441","Inpatient",NA
"Z31441","Outpatient",100.388
"Z31448","Inpatient",NA
"Z31448","Outpatient",166.40791
"Z3149","Inpatient",NA
"Z3149","Outpatient",107.29563
"Z315","Inpatient",NA
"Z315","Outpatient",178.23268
"Z3161","Inpatient",NA
"Z3161","Outpatient",118.02899
"Z3162","Inpatient",NA
"Z3162","Outpatient",210.09581
"Z3169","Inpatient",NA
"Z3169","Outpatient",134.70769
"Z317","Inpatient",NA
"Z317","Outpatient",583.96124
"Z3181","Inpatient",NA
"Z3181","Outpatient",123.5485
"Z3182","Inpatient",NA
"Z3182","Outpatient",221.1651
"Z3183","Inpatient",NA
"Z3183","Outpatient",161.02083
"Z3184","Inpatient",NA
"Z3184","Outpatient",356.42361
"Z3189","Inpatient",NA
"Z3189","Outpatient",148.9845
"Z319","Inpatient",NA
"Z319","Outpatient",140.21744
"Z3200","Inpatient",NA
"Z3200","Outpatient",91.72142
"Z3201","Inpatient",79.182503
"Z3201","Outpatient",152.51839
"Z3202","Inpatient",NA
"Z3202","Outpatient",134.02757
"Z322","Inpatient",NA
"Z322","Outpatient",86.783333
"Z323","Inpatient",NA
"Z323","Outpatient",214.3575
"Z331","Inpatient",174.36819
"Z331","Outpatient",152.49297
"Z332","Inpatient",9452.2607
"Z332","Outpatient",564.45044
"Z333","Inpatient",NA
"Z333","Outpatient",155.16034
"Z3400","Inpatient",NA
"Z3400","Outpatient",121.27143
"Z3401","Inpatient",NA
"Z3401","Outpatient",166.70821
"Z3402","Inpatient",NA
"Z3402","Outpatient",132.51541
"Z3403","Inpatient",627.85907
"Z3403","Outpatient",160.1805
"Z3480","Inpatient",1190.4009
"Z3480","Outpatient",142.29439
"Z3481","Inpatient",425.01401
"Z3481","Outpatient",162.14709
"Z3482","Inpatient",NA
"Z3482","Outpatient",131.65332
"Z3483","Inpatient",842.12402
"Z3483","Outpatient",167.36635
"Z3490","Inpatient",810.73792
"Z3490","Outpatient",142.97427
"Z3491","Inpatient",NA
"Z3491","Outpatient",157.56557
"Z3492","Inpatient",NA
"Z3492","Outpatient",137.54678
"Z3493","Inpatient",620.87524
"Z3493","Outpatient",157.83853
"Z36","Inpatient",72.347145
"Z36","Outpatient",152.93649
"Z360","Inpatient",NA
"Z360","Outpatient",128.5813
"Z361","Inpatient",NA
"Z361","Outpatient",55.34193
"Z362","Inpatient",NA
"Z362","Outpatient",131.28546
"Z363","Inpatient",NA
"Z363","Outpatient",171.98285
"Z364","Inpatient",NA
"Z364","Outpatient",216.62146
"Z365","Inpatient",NA
"Z365","Outpatient",121.57313
"Z3682","Inpatient",NA
"Z3682","Outpatient",167.95047
"Z3683","Inpatient",NA
"Z3683","Outpatient",403.43152
"Z3685","Inpatient",NA
"Z3685","Outpatient",43.327988
"Z3686","Inpatient",NA
"Z3686","Outpatient",175.8485
"Z3687","Inpatient",NA
"Z3687","Outpatient",130.23653
"Z3688","Inpatient",NA
"Z3688","Outpatient",130.45833
"Z3689","Inpatient",135.10753
"Z3689","Outpatient",159.1552
"Z368A","Inpatient",NA
"Z368A","Outpatient",124.97507
"Z369","Inpatient",201.41074
"Z369","Outpatient",123.39589
"Z370","Inpatient",1055.3207
"Z370","Outpatient",552.29071
"Z3800","Inpatient",293.32834
"Z3800","Outpatient",NA
"Z3801","Inpatient",26708.836
"Z3801","Outpatient",NA
"Z390","Inpatient",3790.875
"Z390","Outpatient",214.36607
"Z391","Inpatient",160.06091
"Z391","Outpatient",149.29121
"Z392","Inpatient",164.14816
"Z392","Outpatient",131.99808
"Z3A00","Inpatient",NA
"Z3A00","Outpatient",132.87581
"Z3A01","Inpatient",NA
"Z3A01","Outpatient",155.62988
"Z3A08","Inpatient",NA
"Z3A08","Outpatient",168.60704
"Z3A09","Inpatient",NA
"Z3A09","Outpatient",183.19737
"Z3A10","Inpatient",NA
"Z3A10","Outpatient",141.25546
"Z3A11","Inpatient",NA
"Z3A11","Outpatient",155.87601
"Z3A12","Inpatient",NA
"Z3A12","Outpatient",133.34787
"Z3A13","Inpatient",NA
"Z3A13","Outpatient",131.26558
"Z3A14","Inpatient",NA
"Z3A14","Outpatient",143.25113
"Z3A15","Inpatient",NA
"Z3A15","Outpatient",126.11053
"Z3A16","Inpatient",NA
"Z3A16","Outpatient",147.00276
"Z3A17","Inpatient",NA
"Z3A17","Outpatient",128.20248
"Z3A18","Inpatient",NA
"Z3A18","Outpatient",148.48013
"Z3A19","Inpatient",NA
"Z3A19","Outpatient",155.06671
"Z3A20","Inpatient",NA
"Z3A20","Outpatient",137.25009
"Z3A21","Inpatient",NA
"Z3A21","Outpatient",128.4062
"Z3A22","Inpatient",NA
"Z3A22","Outpatient",148.27443
"Z3A23","Inpatient",NA
"Z3A23","Outpatient",119.91
"Z3A24","Inpatient",NA
"Z3A24","Outpatient",109.96645
"Z3A25","Inpatient",NA
"Z3A25","Outpatient",111.48294
"Z3A26","Inpatient",NA
"Z3A26","Outpatient",109.33312
"Z3A27","Inpatient",NA
"Z3A27","Outpatient",117.78927
"Z3A28","Inpatient",NA
"Z3A28","Outpatient",98.151329
"Z3A29","Inpatient",NA
"Z3A29","Outpatient",122.61934
"Z3A30","Inpatient",NA
"Z3A30","Outpatient",137.20235
"Z3A31","Inpatient",NA
"Z3A31","Outpatient",133.35339
"Z3A32","Inpatient",NA
"Z3A32","Outpatient",150.83795
"Z3A33","Inpatient",NA
"Z3A33","Outpatient",133.85941
"Z3A34","Inpatient",NA
"Z3A34","Outpatient",132.35983
"Z3A35","Inpatient",NA
"Z3A35","Outpatient",107.13074
"Z3A36","Inpatient",NA
"Z3A36","Outpatient",107.39665
"Z3A37","Inpatient",649.79169
"Z3A37","Outpatient",151.32581
"Z3A38","Inpatient",728.65442
"Z3A38","Outpatient",151.59637
"Z3A39","Inpatient",866.9137
"Z3A39","Outpatient",147.39276
"Z3A40","Inpatient",NA
"Z3A40","Outpatient",184.88086
"Z4000","Inpatient",7913.7539
"Z4000","Outpatient",288.87241
"Z4001","Inpatient",11911.334
"Z4001","Outpatient",5191.4155
"Z4002","Inpatient",8359.2207
"Z4002","Outpatient",4747.3545
"Z4003","Inpatient",NA
"Z4003","Outpatient",3555.3018
"Z4009","Inpatient",13299.581
"Z4009","Outpatient",5009.6797
"Z408","Inpatient",2520.1099
"Z408","Outpatient",2256.4866
"Z409","Inpatient",5985.5913
"Z409","Outpatient",185.49878
"Z411","Inpatient",8789.5303
"Z411","Outpatient",1042.2068
"Z412","Inpatient",NA
"Z412","Outpatient",611.30719
"Z413","Inpatient",NA
"Z413","Outpatient",310.11609
"Z418","Inpatient",4589.6895
"Z418","Outpatient",3048.6516
"Z419","Inpatient",2124.957
"Z419","Outpatient",191.85548
"Z421","Inpatient",13297.204
"Z421","Outpatient",4199.8804
"Z428","Inpatient",17802.02
"Z428","Outpatient",1822.5334
"Z430","Inpatient",6049.6807
"Z430","Outpatient",452.48618
"Z431","Inpatient",5392.2432
"Z431","Outpatient",510.96741
"Z432","Inpatient",16644.521
"Z432","Outpatient",392.86267
"Z433","Inpatient",16555.844
"Z433","Outpatient",333.64169
"Z434","Inpatient",4007.9878
"Z434","Outpatient",792.27899
"Z435","Inpatient",2985.3208
"Z435","Outpatient",246.02924
"Z436","Inpatient",2314.6897
"Z436","Outpatient",716.55664
"Z437","Inpatient",NA
"Z437","Outpatient",274.00336
"Z438","Inpatient",2284.5684
"Z438","Outpatient",521.43335
"Z439","Inpatient",3650.0071
"Z439","Outpatient",185.24469
"Z44001","Inpatient",NA
"Z44001","Outpatient",602.55481
"Z44101","Inpatient",19462.73
"Z44101","Outpatient",896.09192
"Z44102","Inpatient",17965.67
"Z44102","Outpatient",1458.3485
"Z44109","Inpatient",NA
"Z44109","Outpatient",1614.5837
"Z44111","Inpatient",19902.193
"Z44111","Outpatient",3787.134
"Z44112","Inpatient",18765.662
"Z44112","Outpatient",3449.4844
"Z44121","Inpatient",19929.961
"Z44121","Outpatient",1651.1443
"Z44122","Inpatient",19975.936
"Z44122","Outpatient",1566.5254
"Z44129","Inpatient",NA
"Z44129","Outpatient",2642.6831
"Z4420","Inpatient",NA
"Z4420","Outpatient",537.93396
"Z4421","Inpatient",NA
"Z4421","Outpatient",520.86871
"Z4422","Inpatient",NA
"Z4422","Outpatient",490.01416
"Z4430","Inpatient",NA
"Z4430","Outpatient",251.90543
"Z4431","Inpatient",NA
"Z4431","Outpatient",380.99603
"Z4432","Inpatient",NA
"Z4432","Outpatient",372.10181
"Z448","Inpatient",4812.7134
"Z448","Outpatient",2377.1436
"Z449","Inpatient",4115.4673
"Z449","Outpatient",385.03384
"Z45010","Inpatient",4396.9297
"Z45010","Outpatient",3610.4243
"Z45018","Inpatient",1170.0132
"Z45018","Outpatient",259.90643
"Z4502","Inpatient",4884.127
"Z4502","Outpatient",3843.0378
"Z4509","Inpatient",2442.4072
"Z4509","Outpatient",361.29498
"Z451","Inpatient",2714.4712
"Z451","Outpatient",1410.1663
"Z452","Inpatient",88.56678
"Z452","Outpatient",513.25818
"Z4531","Inpatient",NA
"Z4531","Outpatient",1007.5836
"Z45320","Inpatient",NA
"Z45320","Outpatient",1013.0122
"Z45321","Inpatient",NA
"Z45321","Outpatient",335.29242
"Z45328","Inpatient",NA
"Z45328","Outpatient",573.48358
"Z4541","Inpatient",1315.8043
"Z4541","Outpatient",294.21323
"Z4542","Inpatient",8420.7637
"Z4542","Outpatient",12461.881
"Z4549","Inpatient",11837.102
"Z4549","Outpatient",4558.8096
"Z45811","Inpatient",2998.7991
"Z45811","Outpatient",2234.8904
"Z45812","Inpatient",3543.5068
"Z45812","Outpatient",2604.813
"Z45819","Inpatient",900.85809
"Z45819","Outpatient",1160.3005
"Z4582","Inpatient",300.84045
"Z4582","Outpatient",818.60101
"Z4589","Inpatient",578.28668
"Z4589","Outpatient",1632.0337
"Z459","Inpatient",275.49411
"Z459","Outpatient",714.89813
"Z460","Inpatient",NA
"Z460","Outpatient",208.3246
"Z461","Inpatient",2341.0549
"Z461","Outpatient",163.52562
"Z462","Inpatient",1871.7412
"Z462","Outpatient",5105.2012
"Z463","Inpatient",251.88031
"Z463","Outpatient",408.96014
"Z464","Inpatient",752.92859
"Z464","Outpatient",717.78241
"Z4651","Inpatient",345.69281
"Z4651","Outpatient",372.82718
"Z4659","Inpatient",36.549965
"Z4659","Outpatient",1192.813
"Z466","Inpatient",182.83315
"Z466","Outpatient",682.16687
"Z4681","Inpatient",133.75327
"Z4681","Outpatient",173.41928
"Z4682","Inpatient",30.484524
"Z4682","Outpatient",338.85797
"Z4689","Inpatient",99.174049
"Z4689","Outpatient",428.4743
"Z469","Inpatient",1482.6392
"Z469","Outpatient",349.26016
"Z471","Inpatient",6267.8081
"Z471","Outpatient",277.12598
"Z472","Inpatient",3172.5564
"Z472","Outpatient",1048.2866
"Z4731","Inpatient",10395.75
"Z4731","Outpatient",383.78787
"Z4732","Inpatient",12601.271
"Z4732","Outpatient",364.6825
"Z4733","Inpatient",14296.884
"Z4733","Outpatient",350.84964
"Z4781","Inpatient",15269.091
"Z4781","Outpatient",408.78265
"Z4782","Inpatient",13135.234
"Z4782","Outpatient",258.42877
"Z4789","Inpatient",10153.327
"Z4789","Outpatient",277.46225
"Z4800","Inpatient",5917.1885
"Z4800","Outpatient",333.93881
"Z4801","Inpatient",6641.7017
"Z4801","Outpatient",248.80128
